1G1PH5SCXC7145630,265890203362790,7,15,P572JRUX2X38J81,Used,19991,35000,Black
1FTJE34H7NHA69154,265890203362790,6,12,RYTXZ2X5KJI2045,Used,17356,66513,Brown
2FTFX28L0VCA27909,224960365383010,7,13,2ZCWMJ2QKDWYOSB,Used,33450,1291,Silver
1N6ED26Y52C380566,224960365383010,6,11,PV7Y76PHHXYX69G,New,37000,NULL,White
1GNKRFKD3FJ132830,151858475241748,1,3,WD7BWD5X2HFOZUC,New,23000,NULL,Blue
1FVHCYDC76HW80121,151858475241748,3,6,69PKXB961A7KSFJ,Used,18980,12655,Black
1N6AD09U27C468283,149358630789024,5,10,TDF1E3B75V4E6D3,Used,45000,74531,Black
1G1ZC5EB7AF201312,149358630789024,6,11,4GEP59AWNPQKUSE,Used,48900,34150,White
JM1BK32F261490482,123456789012345,7,13,0JM4N4ZY4436SY8,Used,20997,14784,Brown
1N6AD0CU0FN707664,123456789012345,3,6,4C8YGJQOVZX5XYZ,Used,19875,8045,Green
1GTV2VECXFZ117363,123456789012345,4,8,GIKPCPWHZ9J8E8F,New,23005,NULL,Black
JN1DA31A83T460486,075155517614209,3,6,L1LOXCGMTIYZAKE,Used,12658,45678,Red
3FAHP08166R159633,075155517614209,3,7,BHKFF97E2IRTBRQ,Used,8456,98423,Brown
2T3BF4DV9BW111553,075155517614209,0,0,JMNYB5BB94JRCDC,Used,6991,121458,Black
WBAPK7C52BA923292,050488600317862,6,12,4PRFQXBDG6A0L95,Used,18000,54000,Gray
JM3ER293X70185213,050488600317862,1,3,C8AVCG4D5DZOFRH,New,25000,NULL,White
3GTU2WEC3FG221923,050488600317862,0,0,QAFPO2FLGB0A2M0,Used,20450,8793,Blue
2HGFG11806H512248,050488600317862,6,11,55DRQ5O6FEP3CT1,Used,19456,20345,Black
1FTFW1CF1DFD96571,050488600317862,5,10,IEYF8KAO93Y3E17,Used,17900,55555,Red
5N1AR2MM3EC671022,045813844592214,0,0,0WKPQQK9Y64FHIW,Used,18990,28922,White
3GCCW80HXHS925910,044489768767097,6,12,GH79GYSQFCTBCZA,Used,18900,8305,Beige
1FMZU63K43UC03820,044489768767097,2,5,XDFZRYWVR9CSJJT,New,20000,NULL,Blue
WAUBGAFC8CN048992,034278985226704,4,9,ZDKECZWW1GLZQSE,New,17225,39941,Black
JTEZU11F570011294,034278985226704,6,11,Q6XLFIB08UGBG6L,Used,16333,48882,Black
1N4AL21E99N483320,030718600386046,1,4,BDGXFVLMLS63EMJ,Used,28405,29329,Gray
1C4PJMAK3CW175010,030718600386046,7,14,2DOCY4390FMXNKL,Used,27438,32648,Brown
2FTZF1820WCA86316,001472809717678,4,8,72P9L4A468UJ1F9,Used,26700,22222,Gray
1FTFW1ET1EFB95452,001472809717678,6,12,P7T7NHK3P50B0H9,Used,24900,41704,White
